id,squareMeters,numberOfRooms,hasYard,hasPool,floors,cityPartRange,numPrevOwners,made,isNewBuilt,hasStormProtector,basement,attic,garage,hasStorageRoom,hasGuestRoom,hasFirePlace,hasBalcony,hasSolarPanels,hasAirCondition,hasView,hasSecuritySystem,price
4173,65494,77,0,1,83,4,1,2004,0,0,8442,583,933,0,2,64,9638,545,4187,4027,5035,6562471.4
4174,33545,26,1,0,54,1,5,2006,1,1,869,904,870,1,7,398,8469,3966,6959,4956,4387,3361070.6
4175,9468,3,1,1,8,10,1,1996,0,1,3945,4753,801,1,1,8377,887,7298,2427,4722,2500,952050.6
4176,74921,48,0,0,94,2,2,2000,1,0,4334,4430,628,1,1,3582,4027,8544,8929,2002,9613,7494913.2
4177,24004,20,1,1,21,2,4,2003,1,0,6429,3336,855,1,8,1320,4956,4187,1936,406,1537,2414637.3
4178,25230,58,1,0,79,7,5,2000,0,1,7712,5398,782,0,6,6035,4722,6959,765,7709,4164,2528241
4179,80209,67,1,1,34,1,9,2000,1,1,1293,3522,736,1,1,8779,2002,2427,1373,2385,7864,8027741.1
4180,14224,84,1,1,81,9,7,1990,0,0,9545,9669,624,0,7,1291,406,8929,2281,1654,1886,1427508.1
4181,36559,75,0,1,50,4,9,2007,0,0,7815,8379,365,0,3,4999,7709,1936,9881,2485,9071,3658559.7
4182,35962,78,0,1,49,9,2,1996,0,0,7546,4536,130,1,1,565,2385,765,6783,64,4589,3601900.6
4183,22461,33,0,0,18,7,4,1999,1,1,5173,3133,859,0,2,254,1654,1373,5035,398,7209,2252826.9
4184,579,12,0,1,82,6,2,1994,1,1,7718,8933,933,0,7,8973,2485,2281,4387,8377,2935,63718.4
4185,9758,5,0,1,42,1,7,1994,0,0,469,1202,183,1,7,9864,64,9881,2500,3582,2507,976405.4
4186,21991,55,1,0,8,2,3,1992,0,0,29,4388,275,0,6,7651,398,6783,9613,1320,3755,2199707.1
4187,9008,42,1,1,49,10,5,2019,0,0,3878,8932,849,0,5,3752,8377,5035,1537,6035,9188,907736.9
4188,16067,5,0,1,41,4,7,2007,0,1,6669,4333,912,1,7,5596,3582,4387,4164,8779,8652,1610057.7
4189,92384,22,0,1,19,3,3,2014,1,1,789,1776,361,1,8,8123,1320,2500,7864,1291,4179,9239195.4
4190,55209,26,1,1,80,6,2,2006,0,0,755,6694,668,0,7,7521,6035,9613,1886,4999,8627,5532468.6
4191,55045,69,1,0,55,7,4,2004,0,1,9836,7842,991,0,0,4341,8779,1537,9071,565,6840,5511210.4
4192,93409,82,1,1,64,5,7,2018,1,1,793,8387,728,0,8,7243,1291,4164,4589,254,3755,9341198
4193,46367,61,1,1,35,8,2,2014,0,0,2114,3757,629,1,2,5842,4999,7864,7209,8973,524,4641159.4
4194,72938,86,0,1,16,2,6,2007,1,0,4774,7091,214,1,10,7862,565,1886,2935,9864,7793,7299819.7
4195,46204,7,1,0,68,1,2,1997,0,1,9526,3348,619,1,1,9076,254,9071,2507,7651,723,4627498.7
4196,52771,54,1,0,39,7,10,2016,1,1,3279,6377,469,1,7,4326,8973,4589,3755,3752,477,5284748.6
4197,85474,49,1,1,8,5,2,2016,0,0,8051,5987,459,1,7,7254,9864,7209,9188,5596,8862,8552777.6
4198,64425,25,0,0,18,6,9,2015,0,1,8790,6148,415,0,6,6518,7651,2935,8652,8123,6653,6443543.5
4199,44750,96,0,0,99,10,5,2018,0,1,9791,8,424,1,6,8589,3752,2507,4179,7521,5731,4479097.8
4200,59509,15,0,0,36,1,8,1994,0,0,469,2562,542,0,9,1059,5596,3755,8627,4341,4552,5956829.4
4201,28543,26,1,0,82,1,10,1990,0,1,4204,4359,418,1,10,262,8123,9188,6840,7243,1754,2859167
4202,19819,4,0,0,65,10,9,2000,0,0,3065,4035,269,0,9,4926,7521,8652,3755,5842,9057,1984840
4203,416,81,0,1,38,9,6,1996,0,1,8685,4514,964,1,3,8574,4341,4179,524,7862,973,46790.6
4204,38587,3,1,0,51,9,9,1995,0,1,924,9662,944,0,0,1684,7243,8627,7793,9076,9638,3862813.5
4205,72563,39,0,0,38,4,2,2014,0,0,1335,9758,122,1,8,4644,5842,6840,723,4326,8469,7260082.4
4206,12011,18,1,1,37,7,7,2018,1,1,4859,4922,968,1,8,568,7862,3755,477,7254,887,1208645.8
4207,18037,42,0,0,16,5,2,2009,0,0,959,4956,124,0,2,1809,9076,524,8862,6518,4027,1805824.9
4208,17791,26,1,1,36,8,8,2006,0,0,3333,9832,327,0,1,1104,4326,7793,6653,8589,4956,1786416.6
4209,35519,2,1,1,34,2,7,2003,0,0,3271,2111,809,1,3,6437,7254,723,5731,1059,4722,3558953.3
4210,50799,11,0,0,32,1,9,2017,0,0,2945,8014,116,0,8,3535,6518,477,4552,262,2002,5080967.7
4211,15148,85,0,0,1,4,4,1997,0,0,5100,7100,814,0,5,6596,8589,8862,1754,4926,406,1515878.7
4212,7184,61,0,1,84,3,5,2008,1,0,8349,9696,269,0,6,5342,1059,6653,9057,8574,7709,724159.8
4213,3790,98,1,0,51,8,6,2000,0,1,6242,5431,236,0,6,636,262,5731,973,1684,2385,383898.1
4214,45868,79,0,1,70,7,7,1994,1,0,9819,3199,216,0,2,3046,4926,4552,9638,4644,1654,4600708.4
4215,22348,35,0,1,42,9,6,2013,0,0,5338,6783,327,1,10,6968,8574,1754,8469,568,2485,2238999.3
4216,77726,84,1,0,8,3,8,2003,0,1,3854,5339,809,0,9,3105,1684,9057,887,1809,64,7773518.3
4217,67959,16,1,1,51,4,9,2005,1,1,4858,8442,134,0,2,5409,4644,973,4027,1104,398,6798522.5
4218,57790,21,1,1,91,3,6,2000,1,0,4594,8149,123,0,4,1273,568,9638,4956,6437,8377,5787991.2
4219,30896,92,0,0,45,9,9,2014,1,0,1335,3553,271,0,0,8210,1809,8469,4722,3535,3582,3092891.4
4220,76559,99,1,0,68,4,8,2007,1,0,9778,4896,311,0,5,6293,1104,887,2002,6596,1320,7667379.7
4221,82202,100,0,1,89,7,3,2014,1,0,1928,4876,902,0,8,4146,6437,4027,406,5342,6035,8227563.4
4222,16839,50,0,0,46,6,5,1997,1,0,1285,198,595,1,4,7566,3535,4956,7709,636,8779,1692521.7
4223,65531,37,1,1,35,9,2,2014,0,0,1180,3454,674,1,10,1946,6596,4722,2385,3046,1291,6565552.4
4224,96871,23,0,1,55,2,4,1996,0,1,2237,4305,301,0,5,8164,5342,2002,1654,6968,4999,9690783.6
4225,55913,85,0,1,32,10,4,1998,1,1,9148,6367,458,0,10,765,636,406,2485,3105,565,5597100.8
4226,94845,18,1,1,98,2,7,2000,1,1,783,1098,122,0,4,7783,3046,7709,64,5409,254,9494690
4227,45050,44,0,0,59,1,4,2013,1,0,5976,8213,114,1,4,6511,6968,2385,398,1273,8973,4508695.3
4228,47654,37,1,0,78,8,9,2013,0,1,5377,6422,366,0,1,7142,3105,1654,8377,8210,9864,4776062.3
4229,63189,8,1,0,43,2,10,2004,0,0,6578,7306,122,1,1,9333,5409,2485,3582,6293,7651,6319752.4
4230,41757,16,0,0,34,6,2,2016,1,1,4341,2913,255,0,2,5461,1273,64,1320,4146,3752,4177546.6
4231,925,85,1,0,37,8,2,1998,0,1,7887,9063,726,1,1,5664,8210,398,6035,7566,5596,97785.8
4232,13898,19,0,0,32,8,9,2007,1,1,5166,4915,758,1,4,7961,6293,8377,8779,1946,8123,1393356.7
4233,16909,49,0,1,28,2,9,2016,1,0,4261,8976,471,0,10,3174,4146,3582,1291,8164,7521,1696771.6
4234,57886,46,1,0,38,5,10,1992,1,1,827,5224,274,0,2,4994,7566,1320,4999,765,4341,5798125
4235,68726,38,1,1,26,3,7,1994,0,1,2684,3894,543,0,5,8647,1946,6035,565,7783,7243,6881563.4
4236,85405,69,1,1,38,5,2,2005,0,1,4083,6296,982,0,8,1773,8164,8779,254,6511,5842,8555783.5
4237,8677,3,0,1,86,8,8,1994,1,0,4549,8678,726,1,5,944,765,1291,8973,7142,7862,877121.4
4238,53056,28,1,0,50,3,9,2005,1,0,9760,9741,497,0,3,3115,7783,4999,9864,9333,9076,5310121.5
4239,14823,15,0,1,48,8,10,1993,1,0,7364,655,214,0,4,3493,6511,565,7651,5461,4326,1484434.3
4240,58752,89,0,0,78,2,3,1997,0,0,5684,2261,429,1,6,1344,7142,254,3752,5664,7254,5881679.7
4241,18198,5,1,0,50,4,7,2019,1,1,8561,4926,954,0,6,3203,9333,8973,5596,7961,6518,182644.9
4242,89168,6,1,0,57,7,8,2016,0,1,4254,7031,432,0,7,4250,5461,9864,8123,3174,8589,8921146.1
4243,72607,93,0,1,14,7,9,2015,0,1,8163,4241,325,0,6,2373,5664,7651,7521,4994,1059,7226586.5
4244,76932,60,0,0,89,5,10,2011,0,0,7153,2077,734,1,6,4926,7961,3752,4341,8647,262,7698911
4245,9289,51,0,0,8,7,1,2018,0,0,7262,8462,490,0,9,889,3174,5596,7243,1773,4926,934488.8
4246,17563,24,1,1,61,6,8,2013,0,0,6935,3358,501,1,6,4915,4994,8123,5842,944,8574,1762997.3
4247,17950,66,0,0,62,8,1,1996,0,0,8114,5256,905,0,4,5630,8647,7521,7862,3115,1684,1802294.6
4248,93952,22,1,0,85,8,7,2015,0,1,8597,803,601,0,7,7469,1773,4341,9076,3493,4644,9403674.5
4249,152,80,1,0,41,4,1,2000,1,1,696,628,775,1,10,2435,944,7243,4326,1344,568,22160.2
4250,95012,54,1,0,85,5,9,2015,1,0,4944,9199,801,0,4,1791,3115,5842,7254,3203,1809,9504611.5
4251,68681,60,1,0,15,4,5,2008,0,0,6678,6177,710,0,5,6820,3493,7862,6518,4250,1104,6870787.8
4252,9410,47,0,1,18,6,2,1994,0,1,7175,6707,846,1,7,5436,1344,9076,8589,2373,6437,953870.4
4253,73177,54,0,0,8,1,2,2015,1,1,4148,4349,856,0,0,3497,3203,4326,1059,4926,3535,7322035.5
4254,7822,2,0,0,55,7,1,1994,0,0,6484,8439,404,1,8,4363,4250,7254,262,889,6596,783295.4
4255,75631,62,1,0,50,8,2,2007,0,0,8084,4147,100,1,3,5,2373,6518,4926,4915,5342,7570003.7
4256,27786,69,1,0,45,4,1,2000,0,0,8449,9056,802,1,7,5466,4926,8589,8574,5630,636,2783279.1
4257,33628,99,1,0,35,4,1,2014,0,0,3580,9488,298,0,0,3181,889,1059,1684,7469,3046,3367900.4
4258,65136,11,0,0,16,8,9,2016,0,0,2876,7677,146,1,7,8804,4915,262,4644,2435,6968,6517333.6
4259,7759,83,1,0,29,9,8,2005,1,1,7951,7242,714,1,6,473,5630,4926,568,1791,3105,784516.5
4260,66705,38,0,0,22,1,10,2007,1,0,8279,8258,127,1,6,1242,7469,8574,1809,6820,5409,6672336.7
4261,53404,50,1,0,35,5,4,1999,1,0,783,4049,156,0,7,8492,2435,1684,1104,5436,1273,5343461.9
4262,6049,99,0,0,73,5,8,2000,0,0,4979,1344,850,0,5,5175,1791,4644,6437,3497,8210,608869
4263,59564,42,1,0,88,2,2,2000,1,1,5589,6421,683,1,1,4961,6820,568,3535,4363,6293,5962905
4264,61661,6,0,0,14,3,4,2004,0,0,706,9677,254,1,7,7783,5436,1809,6596,5,4146,6168562.4
4265,86492,29,0,0,89,7,1,2000,1,1,3254,8108,538,1,3,7345,3497,1104,5342,5466,7566,8654049.2
4266,30514,13,0,1,59,5,8,2014,1,1,7812,7889,619,1,8,1015,4363,6437,636,3181,1946,3061149.4
4267,97289,42,1,0,12,8,4,2004,0,1,6427,3107,331,0,8,4355,5,3535,3046,8804,8164,9732350.4
4268,80759,49,0,1,6,7,4,2009,1,0,3437,3938,209,1,8,3207,5466,6596,6968,473,765,8087126.9
4269,65029,45,0,1,44,4,9,2012,0,0,8000,7431,168,0,5,3839,3181,5342,3105,1242,7783,6507042.1
4270,10035,38,0,1,13,1,10,2005,1,0,3815,959,309,1,2,143,8804,636,5409,8492,6511,1006634.5
4271,8319,76,0,0,54,5,7,2019,1,0,6361,6681,749,1,3,7269,473,3046,1273,5175,7142,834891.9
4272,35108,77,1,1,80,2,6,2009,0,0,7476,3175,276,0,6,5159,1242,6968,8210,4961,9333,3515504.9
4273,97854,36,0,1,95,1,8,2000,0,1,1911,1472,655,0,6,1626,8492,3105,6293,7783,5461,9794720.2
4274,14344,45,0,1,18,8,4,1997,1,0,874,7097,964,1,8,9168,5175,5409,4146,7345,5664,1445853.7
4275,73666,78,0,0,37,7,8,2006,0,1,7448,7470,478,1,6,8367,4961,1273,7566,1015,7961,7369418.6
4276,1782,69,0,0,50,4,4,1998,0,1,4773,64,586,0,2,6687,7783,8210,1946,4355,3174,184784.8
4277,88065,26,0,0,99,4,6,2003,1,1,3678,7491,357,0,4,8019,7345,6293,8164,3207,4994,8808060.3
4278,52259,38,1,0,54,8,6,2003,0,0,7819,5398,357,0,8,9617,1015,4146,765,3839,8647,5236500.3
4279,68925,42,0,0,45,2,8,1990,1,0,9360,4842,497,1,7,267,4355,7566,7783,143,1773,6906463.1
4280,35249,80,0,0,84,1,4,2000,1,1,671,4839,712,1,0,9258,3207,1946,6511,7269,944,3529536.2
4281,229,36,1,1,100,4,1,2014,0,1,7584,999,810,1,6,3595,3839,8164,7142,5159,3115,27438.4
4282,23782,58,1,1,67,5,8,1994,0,0,9812,8222,125,1,7,4437,143,765,9333,1626,3493,2385528.4
4283,20577,3,0,1,63,2,1,1993,0,1,3034,7626,119,1,8,473,7269,7783,5461,9168,1344,2064758.3
4284,28617,35,0,0,16,5,2,1995,1,1,3648,7363,198,0,4,1685,5159,6511,5664,8367,3203,2866340.5
4285,40680,35,0,1,36,4,5,2003,1,0,2785,3489,379,1,6,7626,1626,7142,7961,6687,4250,4075291.3
4286,34723,46,0,1,46,10,6,2003,0,0,6581,5026,414,0,5,4930,9168,9333,3174,8019,2373,3476474.3
4287,65611,69,0,0,42,4,3,2004,1,1,9751,5226,674,1,2,5162,8367,5461,4994,9617,4926,6562471.4
4288,29835,15,0,1,94,5,5,1995,0,1,4733,299,585,0,3,7861,6687,5664,8647,267,889,2995285.5
4289,44847,15,1,0,89,8,1,2000,1,1,7048,6797,678,0,4,3040,8019,7961,1773,9258,4915,4490655.2
4290,79666,22,1,0,27,7,10,2007,0,1,3258,5916,514,0,0,1683,9617,3174,944,3595,5630,7969998.7
4291,29815,85,0,0,25,8,10,1995,0,1,1551,2821,673,1,0,7433,267,4994,3115,4437,7469,2989048.5
4292,8759,58,1,0,8,7,6,2003,1,0,8921,1677,477,0,5,732,9258,8647,3493,473,2435,879516.3
4293,57801,64,1,1,16,2,5,2019,0,1,7058,8100,439,1,6,2178,3595,1773,1344,1685,1791,5787838.9
4294,92738,65,0,0,75,5,10,2013,1,1,7335,4349,601,1,0,8896,4437,944,3203,7626,6820,9279946.3
4295,3990,86,1,1,75,3,7,2000,0,0,3085,7689,415,0,3,8248,473,3115,4250,4930,5436,404475.1
4296,32593,30,1,1,51,9,8,2006,0,0,1668,8896,470,0,4,1965,1685,3493,2373,5162,3497,3265750.6
4297,50315,96,1,1,45,2,4,2000,1,0,4152,7566,126,0,5,7252,7626,1344,4926,7861,4363,5044978.1
4298,64920,98,0,1,64,8,8,2016,0,0,7004,7476,312,1,2,1497,4930,3203,889,3040,5,6501809.6
4299,36945,42,0,1,35,2,7,2006,0,0,7926,4010,889,0,10,6567,5162,4250,4915,1683,5466,3696745.6
4300,18491,7,1,0,8,4,6,1997,0,0,8154,571,805,0,5,1107,7861,2373,5630,7433,3181,1854892.7
4301,6171,51,0,1,43,6,6,2019,1,0,7867,4091,976,0,7,7241,3040,4926,7469,732,8804,621350.9
4302,49942,5,1,0,80,2,6,2008,0,0,7318,2263,501,0,7,4826,1683,889,2435,2178,473,5003821.8
4303,64894,39,1,0,85,2,6,2000,0,1,2840,8253,336,1,1,5379,7433,4915,1791,8896,1242,6495345.2
4304,44414,70,0,1,17,2,6,2003,1,0,7912,4370,954,1,2,3376,732,5630,6820,8248,8492,4449908.3
4305,48293,38,0,0,86,8,7,2019,1,1,4409,2556,310,0,2,2237,2178,7469,5436,1965,5175,4834765.9
4306,70080,78,0,0,98,9,7,2014,0,1,7403,7135,650,0,9,8850,8896,2435,3497,7252,4961,7018061.4
4307,48926,55,0,1,7,3,6,1990,0,0,5479,7536,874,0,2,4808,8248,1791,4363,1497,7783,4896578
4308,30572,78,0,0,38,8,5,2008,0,1,4837,4223,401,0,0,7131,1965,6820,5,6567,7345,3058110.8
4309,4456,44,0,1,88,7,6,2015,1,1,2487,6075,778,0,6,3869,7252,5436,5466,1107,1015,451747.5
4310,57801,64,1,0,36,8,10,2019,1,1,5239,7459,912,0,0,1261,1497,3497,3181,7241,4355,5787838.9
4311,16478,7,0,0,15,5,9,2009,1,0,8166,6919,910,0,8,5889,6567,4363,8804,4826,3207,1651205.9
4312,59810,12,0,0,80,6,5,2016,1,0,4010,5396,445,1,5,207,1107,5,473,5379,3839,5991500.6
4313,51127,20,0,1,91,8,3,2000,0,0,704,1162,714,1,6,889,7241,5466,1242,3376,143,5116713.2
4314,43885,41,1,1,5,8,3,2020,0,0,8664,3231,677,0,7,3317,4826,3181,8492,2237,7269,4393918
4315,49322,86,0,1,99,7,4,2017,1,0,9333,9333,600,1,3,2935,5379,8804,5175,8850,5159,4940658.7
4316,5518,86,1,0,80,10,2,2006,0,0,8249,7395,675,0,2,3239,3376,473,4961,4808,1626,552196.6
4317,21597,86,0,1,74,8,2,2015,0,0,7981,7569,871,0,6,5217,2237,1242,7783,7131,9168,2161065.5
4318,3629,58,0,0,77,5,10,1993,0,1,5811,5627,105,1,6,7032,8850,8492,7345,3869,8367,366957.3
4319,20820,50,0,0,70,4,3,2014,0,0,526,3335,767,0,3,2736,4808,5175,1015,1261,6687,2088001.4
4320,84920,20,1,1,89,5,3,2008,0,1,5073,1073,242,1,8,6793,7131,4961,4355,5889,8019,8498090.8
4321,97566,37,1,0,17,4,2,2004,0,0,6242,6206,514,1,4,2117,3869,7783,3207,207,9617,9765060.4
4322,43906,40,0,1,89,9,1,2013,0,0,6038,9034,690,0,10,768,1261,7345,3839,889,267,4397835.3
4323,44838,89,0,0,48,3,4,2009,1,1,9180,4176,736,0,2,3784,5889,1015,143,3317,9258,4491363.9
4324,54694,86,0,0,35,8,7,1996,0,0,6926,2279,442,0,4,2540,207,4355,7269,2935,3595,5478956.6
4325,90859,62,1,0,77,5,5,2009,1,1,9328,592,882,0,4,3107,889,3207,5159,3239,4437,9094822.9
4326,21952,6,0,0,82,8,2,1998,1,1,3257,5804,826,0,5,3817,3317,3839,1626,5217,473,2201323.8
4327,46731,86,1,0,86,5,4,1997,1,0,9938,82,279,0,4,8012,2935,143,9168,7032,1685,4683103.7
4328,42346,19,1,1,74,5,5,1998,0,0,3190,6708,582,0,7,6496,3239,7269,8367,2736,7626,4241310.8
4329,27600,87,1,0,52,6,5,2000,0,1,979,2587,116,0,4,6421,5217,5159,6687,6793,4930,2764902
4330,43872,52,0,1,75,3,6,2017,0,0,9532,439,674,0,6,1373,7032,1626,8019,2117,5162,4392043.7
4331,6051,42,1,1,49,1,4,2014,0,1,9728,7728,418,0,7,7696,2736,9168,9617,768,7861,610578.4
4332,3475,6,1,1,15,1,8,1998,1,0,3373,9093,991,1,9,5184,6793,8367,267,3784,3040,355722.8
4333,47671,80,0,0,77,1,5,2015,1,1,5689,6330,765,1,5,9018,2117,6687,9258,2540,1683,4773675.5
4334,88387,13,1,0,98,1,5,2006,1,0,6151,776,826,1,7,1546,768,8019,3595,3107,7433,8845285.6
4335,73719,81,1,1,52,5,10,1994,0,1,7624,9644,377,0,2,198,3784,9617,4437,3817,732,7383556.4
4336,85531,66,1,1,64,7,10,2008,0,0,1751,3869,713,1,2,6321,2540,267,473,8012,2178,8563383.8
4337,48331,5,1,1,7,7,8,2019,1,1,2474,8367,943,1,10,1753,3107,9258,1685,6496,8896,4839984.9
4338,8708,82,1,1,79,8,6,2007,0,0,979,4896,982,0,6,3259,3817,3595,7626,6421,8248,879427.7
4339,90633,82,1,1,76,8,4,2006,1,0,6827,6288,206,0,3,2279,8012,4437,4930,1373,1965,9072944.6
4340,64307,19,1,1,68,7,7,2019,0,0,9968,7359,418,1,5,561,6496,473,5162,7696,7252,6442043.9
4341,1359,99,1,0,98,4,5,2016,0,1,8795,4753,607,0,6,6594,6421,1685,7861,5184,1497,145834.6
4342,75755,78,0,1,34,4,9,2021,0,1,7133,545,901,1,9,4722,1373,7626,3040,9018,6567,7581701
4343,18639,46,0,1,2,2,7,1995,0,1,5465,3220,546,1,6,2412,7696,4930,1683,1546,1107,1867531.5
4344,50799,41,0,0,49,9,10,2017,1,1,1426,7783,451,0,6,2412,5184,5162,7433,198,7241,5080967.7
4345,48345,43,0,0,68,3,4,2013,1,0,8926,3842,904,0,9,3156,9018,7861,732,6321,4826,4842954.3
4346,921,15,0,1,25,9,8,1997,1,0,4306,9763,776,0,6,2443,1546,3040,2178,1753,5379,105739.7
4347,64365,56,1,1,41,5,9,2008,1,1,927,2259,209,0,5,8193,198,1683,8896,3259,3376,6444610.8
4348,52820,76,1,0,70,1,8,2005,1,0,8583,3489,765,0,8,3915,6321,7433,8248,2279,2237,5289930.5
4349,74810,2,0,1,58,1,6,2013,1,0,9859,4385,302,1,9,1290,1753,732,1965,561,8850,7489966.3
4350,53067,42,0,0,74,2,8,2020,0,0,3776,6594,789,0,0,6367,3259,2178,7252,6594,4808,5312209.1
4351,63817,24,1,1,89,8,9,2009,1,1,4484,7724,905,0,4,6385,2279,8896,1497,4722,7131,6391540.9
4352,67724,24,1,0,80,2,10,1995,0,1,7536,1932,128,1,10,6524,561,8248,6567,2412,3869,6779991.5
4353,49072,19,0,0,45,1,4,2007,1,0,728,937,821,0,1,6638,6594,1965,1107,2412,1261,4910288.7
4354,88828,38,0,0,20,3,10,2014,1,1,5454,2104,204,0,10,7521,4722,7252,7241,3156,5889,8887849.4
4355,70681,24,0,0,24,4,8,2006,0,0,994,7136,665,0,10,215,2412,1497,4826,2443,207,7072541.6
4356,40259,30,0,0,38,8,8,2003,0,0,1633,8663,864,0,8,1571,2412,6567,5379,8193,889,4029000.3
4357,89775,2,0,0,45,8,9,1997,1,0,1252,3187,983,1,9,8173,3156,1107,3376,3915,3317,8983705.7
4358,48496,76,1,1,75,7,3,2000,1,0,7410,8936,513,0,0,4305,2443,7241,2237,1290,2935,4856815.2
4359,49322,64,0,0,25,8,3,2017,1,1,8889,4297,600,1,3,1050,8193,4826,8850,6367,3239,4940658.7
4360,4280,24,1,0,2,3,3,2018,0,1,4893,3435,919,0,10,2033,3915,5379,4808,6385,5217,437389.8
4361,28056,57,0,1,46,5,2,2017,1,0,5579,4394,389,0,1,5342,1290,3376,7131,6524,7032,2811125.7
4362,44064,74,1,1,52,9,9,2020,0,1,10000,4404,511,0,7,737,6367,2237,3869,6638,2736,4413732.1
4363,47606,84,0,1,87,6,7,2000,0,1,3354,7396,123,0,8,1245,6385,8850,1261,7521,6793,4763586.1
4364,14224,26,0,0,37,9,3,2003,1,1,5275,4840,801,1,6,1720,6524,4808,5889,215,2117,1433009.3
4365,17466,26,1,1,75,9,8,2009,0,0,748,2696,919,1,3,524,6638,7131,207,1571,768,1742502.9
4366,78681,100,1,0,17,9,7,2015,0,1,4149,8427,237,0,6,7791,7521,3869,889,8173,3784,7884526.5
4367,74283,81,0,1,98,3,8,2015,0,1,8887,4484,327,1,8,3734,215,1261,3317,4305,2540,7434095.1
4368,95012,50,1,0,59,5,1,2009,1,0,3282,5090,274,0,5,3608,1571,5889,2935,1050,3107,9505478.9
4369,20572,26,1,0,35,3,9,2004,0,1,3726,9639,586,0,2,98,8173,207,3239,2033,3817,2059597.4
4370,70936,80,1,0,30,6,4,2006,0,0,6036,3735,585,0,0,4910,4305,889,5217,5342,8012,7094370.6
4371,5579,64,0,0,93,4,10,2000,0,0,8462,6556,793,0,10,7361,1050,3317,7032,737,6496,567203
4372,91743,63,0,1,99,9,4,2000,1,1,730,7783,696,0,6,5590,2033,2935,2736,1245,6421,9181611
4373,59068,81,0,0,35,6,5,2007,0,1,685,1594,945,1,6,6304,5342,3239,6793,1720,1373,5910960.7
4374,51121,89,0,1,80,1,8,2017,1,1,6431,3537,999,1,10,7256,737,5217,2117,524,7696,5123563.7
4375,5090,11,1,0,8,1,4,2000,1,0,4966,7808,682,0,10,4667,1245,7032,768,7791,5184,514415
4376,53894,34,0,1,18,3,10,2019,1,1,6427,1261,218,0,3,6438,1720,2736,3784,3734,9018,5396620.9
4377,35452,34,1,1,62,6,10,2016,1,1,3190,4556,338,1,7,9952,524,6793,2540,3608,1546,3555588.6
4378,40345,54,0,1,41,2,1,2000,1,1,8168,2686,424,0,5,3627,7791,2117,3107,98,198,4037269.1
4379,15728,37,0,1,55,2,8,2017,0,0,2684,4896,640,0,7,2041,3734,768,3817,4910,6321,1577515.7
4380,98857,36,1,0,36,1,9,2016,0,1,675,1039,136,1,0,7229,3608,3784,8012,7361,1753,9889895.6
4381,65280,7,0,1,25,8,2,2019,1,1,5381,8235,312,0,8,401,98,2540,6496,5590,3259,6531738.9
4382,92490,18,1,0,42,3,8,2015,1,1,4342,5830,612,1,9,9458,4910,3107,6421,6304,2279,9250743.5
4383,51517,45,1,0,81,3,5,2008,1,1,7018,8275,308,0,5,9034,7361,3817,1373,7256,561,5155871.8
4384,57431,26,0,1,83,5,7,2015,1,1,5689,7824,418,0,1,3015,5590,8012,7696,4667,6594,5752664.5
4385,27899,86,1,1,64,8,7,1998,1,0,8174,937,141,1,2,8383,6304,6496,5184,6438,4722,2799475.8
4386,99371,31,1,1,16,1,8,2013,1,1,3258,6296,354,1,8,5226,7256,6421,9018,9952,2412,9944705.3
4387,87886,38,0,1,58,6,10,1996,1,0,469,6996,502,1,10,1684,4667,1373,1546,3627,2412,8796722.6
4388,27134,79,1,0,28,7,2,2003,1,0,3372,4256,357,0,7,3685,6438,7696,198,2041,3156,2715604.3
4389,81301,76,0,0,35,2,6,2017,0,1,4146,7765,674,0,7,4965,9952,5184,6321,7229,2443,8137029.7
4390,10128,46,1,1,30,9,5,1994,1,0,6521,9622,629,0,3,7359,3627,9018,1753,401,8193,1021009.4
4391,14621,58,0,0,39,6,10,2000,0,0,1634,387,1000,0,10,3031,2041,1546,3259,9458,3915,1468435.1
4392,2169,85,1,0,51,6,2,2000,1,1,5811,7574,698,0,0,779,7229,198,2279,9034,1290,221299.2
4393,38490,79,1,0,85,8,2,2017,1,1,1335,767,867,0,10,298,401,6321,561,3015,6367,3853460.7
4394,77791,75,0,0,45,8,6,2009,0,1,7834,5326,561,0,4,655,9458,1753,6594,8383,6385,7786745.9
4395,58935,16,1,0,18,2,3,2018,0,0,5887,9034,226,0,7,6651,9034,3259,4722,5226,6524,5902606.8
4396,21460,85,0,1,66,9,5,2014,1,1,1637,6010,704,1,4,3949,3015,2279,2412,1684,6638,2151657.4
4397,33108,47,1,0,52,1,9,2016,1,0,7437,9207,591,1,6,3981,8383,561,2412,3685,7521,3316069.6
4398,88120,85,0,1,16,1,9,2009,1,0,7298,5915,476,1,4,4849,5226,6594,3156,4965,215,8816378.9
4399,29004,67,1,0,28,7,4,2000,1,0,5014,4313,642,1,4,597,1684,4722,2443,7359,1571,2905549.2
4400,63509,38,0,0,53,8,2,2006,0,0,6679,6219,546,0,5,965,3685,2412,8193,3031,8173,6356517.6
4401,42734,46,0,1,84,5,2,1995,0,0,8436,286,109,0,9,7761,4965,2412,3915,779,4305,4279195
4402,63237,49,1,0,27,10,3,2009,1,1,5168,7813,197,0,2,9272,7359,3156,1290,298,1050,6330589.9
4403,21459,46,0,0,49,10,8,1999,0,1,3741,883,885,0,8,9861,3031,2443,6367,655,2033,2149347.9
4404,75523,35,1,0,39,3,7,2005,1,1,3533,9343,658,1,10,6697,779,8193,6385,6651,5342,7559081.5
